ThresholdType,CueType,T,N,K,P,Beta,Mu,Sigma,s,l,DOL,TaskSwitches,Loading,TimetoEq
Satisfaction Threshold,Task Demand,8,968,0.00194570205984299,0.604995129879957,5.91872149321667,0.00594828961216876,0.51779242564802,NaN,NaN,0.273070341545636,1487164,-25250.7828980163,1445
Composite Threshold,Task Demand,8,968,0.00194570205984299,0.604995129879957,5.91872149321667,0.00594828961216876,0.51779242564802,NaN,NaN,0.413780643717988,707849,-61076.7828980163,1148
Random Choice,Task Demand,8,968,0.00194570205984299,0.604995129879957,5.91872149321667,0.00594828961216876,0.51779242564802,0.129822468600604,0.0791647769289413,0.00739615259860502,476491,19166.2171019837,4850
Response Threshold,Task Completion,8,968,0.00194570205984299,0.604995129879957,5.91872149321667,0.00594828961216876,0.51779242564802,NaN,NaN,0.0524147290044578,3137013,-393821.782898016,3073
Satisfaction Threshold,Task Completion,8,968,0.00194570205984299,0.604995129879957,5.91872149321667,0.00594828961216876,0.51779242564802,NaN,NaN,0.153645901918338,1644088,-227286.782898016,1752
Composite Threshold,Task Completion,8,968,0.00194570205984299,0.604995129879957,5.91872149321667,0.00594828961216876,0.51779242564802,NaN,NaN,0.290873429793872,1275330,-262594.782898016,1074
Random Choice,Task Completion,8,968,0.00194570205984299,0.604995129879957,5.91872149321667,0.00594828961216876,0.51779242564802,0.821162698894566,0.512160048171081,0.000866391359816236,3052462,-3272.78289801627,4917
Response Threshold,Task Demand,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,NaN,NaN,Inf,1189684,-328680.330808582,1
Satisfaction Threshold,Task Demand,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,NaN,NaN,Inf,267358,-126769.330808582,4058
Composite Threshold,Task Demand,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,NaN,NaN,Inf,422606,-99451.3308085823,3273
Random Choice,Task Demand,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,0.641593592231757,0.194797296121877,Inf,450092,773.66919141775,4924
Response Threshold,Task Completion,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,NaN,NaN,Inf,1260379,-278922.330808582,1
Satisfaction Threshold,Task Completion,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,NaN,NaN,Inf,273239,-138477.330808582,2279
Composite Threshold,Task Completion,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,NaN,NaN,Inf,410490,-138945.330808582,1725
Random Choice,Task Completion,1,301,0.00156522417744275,0.72057478827877,4.54943186740777,0.126761305570301,0.97163917244025,0.859001743099657,0.260899084643016,Inf,602364,552.66919141775,4925
Response Threshold,Task Demand,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,NaN,NaN,0.609338943789089,279447,-14228.923172695,560
Satisfaction Threshold,Task Demand,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,NaN,NaN,0.000615302997987894,1832061,660398.076827305,218
Composite Threshold,Task Demand,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,NaN,NaN,0.730325141706878,288658,-14264.923172695,336
Random Choice,Task Demand,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,0.0966105074482158,0.918582614991906,0.00101223212429924,504760,-5222.92317269504,4931
Response Threshold,Task Completion,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,NaN,NaN,0.176590861907114,1061396,723942.076827305,208
Satisfaction Threshold,Task Completion,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,NaN,NaN,0.00894913378765306,1693218,808028.076827305,139
Composite Threshold,Task Completion,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,NaN,NaN,0.184216883235009,1207329,504563.076827305,190
Random Choice,Task Completion,2,576,0.0123467409348897,0.527458322137586,6.66152023387367,0.943985542147144,0.367346175983237,0.067896039832717,0.655347467831856,0.00180115318513059,355098,-8928.92317269504,4925
Response Threshold,Task Demand,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,NaN,NaN,0.265821243996705,779796,-20313.7521305383,1381
Satisfaction Threshold,Task Demand,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,NaN,NaN,0.0191927010419256,879019,48.2478694616584,573
Composite Threshold,Task Demand,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,NaN,NaN,0.580111496373237,311204,-9696.75213053834,436
Random Choice,Task Demand,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,0.268035919548795,0.747063909951414,0.000739253957046578,841777,2108.24786946166,4893
Response Threshold,Task Completion,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,NaN,NaN,0.240445393499401,772310,-26129.7521305383,1588
Satisfaction Threshold,Task Completion,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,NaN,NaN,0.0194788187201842,871721,13230.2478694617,2072
Composite Threshold,Task Completion,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,NaN,NaN,0.341790898985386,542946,-21704.7521305383,750
Random Choice,Task Completion,4,427,0.0045635523929521,0.720807093397114,9.79638297083882,0.237845106017252,0.987353475830044,0.157899389604385,0.452692211015012,0.00159653834110407,500159,-8914.75213053834,4926
Response Threshold,Task Demand,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,NaN,NaN,0.0036755152761152,2561013,-1786311.36831512,1
Satisfaction Threshold,Task Demand,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,NaN,NaN,0.43405870724282,47540,-440831.368315117,4833
Composite Threshold,Task Demand,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,NaN,NaN,0.436984835870383,61738,-428458.368315117,4817
Random Choice,Task Demand,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,0.380746226706227,0.832673036226852,0.000861639050997282,1832750,-2789064.36831512,1
Response Threshold,Task Completion,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,NaN,NaN,0.00070365518676515,2658085,-1708823.36831512,1
Satisfaction Threshold,Task Completion,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,NaN,NaN,0.427344544692467,5909,-387924.368315117,4883
Composite Threshold,Task Completion,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,NaN,NaN,0.424181121370432,5948,-383327.368315117,4886
Random Choice,Task Completion,8,702,0.00108277569039742,0.608965255185913,9.7223688359316,0.795553654832241,0.412910374360766,0.463152643526723,0.394462945935011,0.00143462010735756,1495915,-1995630.36831512,1
Response Threshold,Task Demand,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,NaN,NaN,Inf,2349485,-218916.119614963,4735
Satisfaction Threshold,Task Demand,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,NaN,NaN,Inf,1593623,-145282.119614963,4551
Composite Threshold,Task Demand,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,NaN,NaN,Inf,1697405,-153919.119614963,3173
Random Choice,Task Demand,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,0.665025785399284,0.479501147072131,Inf,2221407,16480.8803850366,4771
Response Threshold,Task Completion,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,NaN,NaN,Inf,2300495,-261696.119614963,3834
Satisfaction Threshold,Task Completion,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,NaN,NaN,Inf,1645324,-202231.119614963,3848
Composite Threshold,Task Completion,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,NaN,NaN,Inf,1650929,-211220.119614963,2588
Random Choice,Task Completion,1,797,0.0020794051697581,0.564710303089285,1.69388118771617,0.612117149988994,0.872251698895039,0.471239737955171,0.347828953739256,Inf,1593441,-8919.11961496342,4925
Response Threshold,Task Demand,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,NaN,NaN,0.0145054665716717,817629,-108267.508526808,1753
Satisfaction Threshold,Task Demand,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,NaN,NaN,0.0355118569118617,557485,-105274.508526808,1184
Composite Threshold,Task Demand,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,NaN,NaN,0.0492887615013482,632053,-102402.508526808,729
Random Choice,Task Demand,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,0.586371523011134,0.465084505691544,0.000326963196294166,721661,-561.508526808349,4927
Response Threshold,Task Completion,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,NaN,NaN,0.0051941754439039,917150,-26348.5085268083,3434
Satisfaction Threshold,Task Completion,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,NaN,NaN,0.0267985016183378,494996,-23896.5085268083,1693
Composite Threshold,Task Completion,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,NaN,NaN,0.0382743633801676,580299,-21258.5085268083,1245
Random Choice,Task Completion,2,278,0.00215060277046405,0.61235035973189,8.38186182670794,0.821099537369006,0.0794639379996325,0.95740561230122,0.744447959032467,0.000162755591247488,1164494,6357.49147319165,4774
Response Threshold,Task Demand,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,NaN,NaN,0.177876706753195,659239,-22366.5766393134,1954
Satisfaction Threshold,Task Demand,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,NaN,NaN,0.0625719876798854,754571,-840.576639313367,995
Composite Threshold,Task Demand,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,NaN,NaN,0.446994319269481,338405,-14474.5766393134,654
Random Choice,Task Demand,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,0.142856575117947,0.282929373902972,0.0021958881768048,302598,-2954.57663931337,4913
Response Threshold,Task Completion,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,NaN,NaN,0.16156829095488,651617,-28388.5766393134,2280
Satisfaction Threshold,Task Completion,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,NaN,NaN,0.0220782722231948,751736,5753.42336068663,3149
Composite Threshold,Task Completion,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,NaN,NaN,0.229416030028132,510882,-25725.5766393134,1130
Random Choice,Task Completion,4,318,0.00356645129011837,0.642202246745058,4.83835451888868,0.320624475004687,0.958011724802687,0.48412248023296,0.956372518285885,0.00038798962318489,1023170,-23.5766393133672,4917
Response Threshold,Task Demand,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,NaN,NaN,0.00400475155383623,2638136,-1258768.0419395,1
Satisfaction Threshold,Task Demand,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,NaN,NaN,0.449554875324284,34289,-255219.041939504,4808
Composite Threshold,Task Demand,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,NaN,NaN,0.393352090130464,274043,-128701.041939504,3974
Random Choice,Task Demand,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,0.789754861643096,0.0681596879441094,0.00593846590284511,358215,1269.95806049556,4914
Response Threshold,Task Completion,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,NaN,NaN,0.000410696609511332,2802576,-1173419.0419395,1
Satisfaction Threshold,Task Completion,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,NaN,NaN,0.244129984039498,41874,-356776.041939504,1296
Composite Threshold,Task Completion,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,NaN,NaN,0.211930351939274,511925,-270416.041939504,2319
Random Choice,Task Completion,8,571,0.00130401269197566,0.96402991896431,4.10107534949584,0.0149900160887285,0.986436413610545,0.644623471132523,0.0540565839124045,0.00794006178513035,285112,6784.95806049556,4897
Response Threshold,Task Demand,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,NaN,NaN,Inf,2005681,-767403.067355955,1
Satisfaction Threshold,Task Demand,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,NaN,NaN,Inf,139952,-208073.067355955,3570
Composite Threshold,Task Demand,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,NaN,NaN,Inf,519614,-162021.067355955,3398
Random Choice,Task Demand,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,0.814055479688748,0.101876267261215,Inf,396924,4878.93264404475,4899
Response Threshold,Task Completion,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,NaN,NaN,Inf,2017591,-760421.067355955,1
Satisfaction Threshold,Task Completion,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,NaN,NaN,Inf,155193,-260476.067355955,1586
Composite Threshold,Task Completion,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,NaN,NaN,Inf,503607,-245848.067355955,1380
Random Choice,Task Completion,1,440,0.00135263844377494,0.846985181576067,8.26428163684932,0.345839931479014,0.246159600629516,0.395739061802834,0.0485140684579699,Inf,190136,7971.93264404475,4858
Response Threshold,Task Demand,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,NaN,NaN,0.00252390021213732,4072080,-828700.249212406,1
Satisfaction Threshold,Task Demand,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,NaN,NaN,0.236327389989734,677751,-177192.249212406,3654
Composite Threshold,Task Demand,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,NaN,NaN,0.212904545921563,1241279,-154878.249212406,2441
Random Choice,Task Demand,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,0.161544284851933,0.0639493862450652,0.00215266896973113,440467,-4199.24921240564,4921
Response Threshold,Task Completion,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,NaN,NaN,0.000124866371610061,4210343,-740573.249212406,1
Satisfaction Threshold,Task Completion,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,NaN,NaN,0.189757787438624,785966,-420536.249212406,1392
Composite Threshold,Task Completion,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,NaN,NaN,0.2071947449513,1432771,-403340.249212406,1342
Random Choice,Task Completion,2,961,0.00167583627094746,0.77974627035027,3.97960796292494,0.0491976060616677,0.482420394780623,0.301408357477346,0.12021286582239,0.00112159668711053,825805,-6519.24921240564,4926
Response Threshold,Task Demand,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,NaN,NaN,0.00387825156809441,1125868,-738228.73818902,1
Satisfaction Threshold,Task Demand,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,NaN,NaN,0.378682324217549,18272,-242982.73818902,2028
Composite Threshold,Task Demand,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,NaN,NaN,0.347633374710477,67272,-156861.73818902,4792
Random Choice,Task Demand,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,0.679395999196508,0.859537425411101,0.000325293358622001,933352,-801552.73818902,1
Response Threshold,Task Completion,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,NaN,NaN,0.000247466263687819,1184796,-706821.73818902,1
Satisfaction Threshold,Task Completion,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,NaN,NaN,0.245427182336265,10729,-190245.73818902,3323
Composite Threshold,Task Completion,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,NaN,NaN,0.217128222402702,66682,-167319.73818902,3988
Random Choice,Task Completion,4,246,0.00109781180520775,0.928628959093721,4.39282134178532,0.173742431389995,0.788556376445808,0.241081422087039,0.923686236039906,0.000693423585948913,470623,-1089903.73818902,1
Response Threshold,Task Demand,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,NaN,NaN,0.00497315888858819,2107520,-1152986.84580586,1
Satisfaction Threshold,Task Demand,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,NaN,NaN,0.125015168176564,761236,-543552.845805861,360
Composite Threshold,Task Demand,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,NaN,NaN,0.113438320134482,1006158,-494083.845805861,2049
Random Choice,Task Demand,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,0.207694098529933,0.01642346668599,0.0242710067404649,105485,-15736.8458058606,4885
Response Threshold,Task Completion,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,NaN,NaN,0.000844122235542487,2338547,-929613.845805861,1
Satisfaction Threshold,Task Completion,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,NaN,NaN,0.0833216890601902,438848,-212237.845805861,3552
Composite Threshold,Task Completion,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,NaN,NaN,0.0832008089272641,626789,-186528.845805861,3544
Random Choice,Task Completion,8,689,0.00128963231095103,0.513449865827595,5.68420535766664,0.861048272133045,0.176628505143344,0.824015370531348,0.0630543732396778,0.00637183973487197,404074,-5755.84580586059,4909
Response Threshold,Task Demand,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,NaN,NaN,Inf,2448057,-970594.652010719,1
Satisfaction Threshold,Task Demand,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,NaN,NaN,Inf,736525,-426227.652010719,3997
Composite Threshold,Task Demand,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,NaN,NaN,Inf,1150916,-355731.652010719,3940
Random Choice,Task Demand,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,0.465743206602734,0.077513646375038,Inf,466600,7196.34798928071,4899
Response Threshold,Task Completion,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,NaN,NaN,Inf,2638402,-810899.652010719,1
Satisfaction Threshold,Task Completion,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,NaN,NaN,Inf,685088,-358985.652010719,2624
Composite Threshold,Task Completion,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,NaN,NaN,Inf,857534,-349501.652010719,2449
Random Choice,Task Completion,1,700,0.00140378429737158,0.605617933151257,3.64007849504084,0.785166962889453,0.954472124109741,0.097745050874305,0.0171185845566629,Inf,103005,-21981.6520107193,4924
Response Threshold,Task Demand,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,NaN,NaN,0.00159610342575372,1592927,-709869.12327627,1
Satisfaction Threshold,Task Demand,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,NaN,NaN,0.212490212899107,308582,-190675.12327627,4491
Composite Threshold,Task Demand,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,NaN,NaN,0.196225931998979,367733,-191378.12327627,4067
Random Choice,Task Demand,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,0.216985042832149,0.0118466590920377,0.0101951643047456,54537,-3600.12327626953,4882
Response Threshold,Task Completion,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,NaN,NaN,0.000221618179145967,1617360,-685782.12327627,1
Satisfaction Threshold,Task Completion,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,NaN,NaN,0.15414719042315,371895,-255527.12327627,2737
Composite Threshold,Task Completion,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,NaN,NaN,0.155682536461992,431469,-269609.12327627,1898
Random Choice,Task Completion,2,480,0.00126467154945371,0.508431362192393,6.19084474602977,0.39417264881006,0.267475902863322,0.674384901047889,0.0326528252298268,0.00311869239848663,148972,12459.8767237305,4886
Response Threshold,Task Demand,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,NaN,NaN,0.00527055858006894,2517807,-1358340.14071624,1
Satisfaction Threshold,Task Demand,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,NaN,NaN,0.117405182434561,810815,-858429.140716239,1
Composite Threshold,Task Demand,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,NaN,NaN,0.106114797102585,1135209,-439355.140716239,4637
Random Choice,Task Demand,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,0.645671141710791,0.0721371072335294,0.00285666704792934,468933,12063.8592837611,4885
Response Threshold,Task Completion,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,NaN,NaN,0.000310788533156771,2899608,-1074673.14071624,1
Satisfaction Threshold,Task Completion,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,NaN,NaN,0.0528091818529325,575558,-501341.140716239,669
Composite Threshold,Task Completion,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,NaN,NaN,0.0512799709075779,1141459,-455477.140716239,1773
Random Choice,Task Completion,4,722,0.0013390703820527,0.671224021352281,1.14111126781682,0.300918350078975,0.650880817120423,0.387965547997027,0.0468169739114065,0.00452797418112915,301315,-14978.1407162389,4926
Response Threshold,Task Demand,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,NaN,NaN,0.288354404911794,820827,-6832.9758625917,568
Satisfaction Threshold,Task Demand,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,NaN,NaN,0.0102499971671055,1324280,235580.024137408,237
Composite Threshold,Task Demand,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,NaN,NaN,0.494998339746488,511721,-5032.9758625917,195
Random Choice,Task Demand,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,0.0963008051159354,0.669205672883373,0.00330350225654137,707819,14639.0241374083,4388
Response Threshold,Task Completion,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,NaN,NaN,0.121420275804666,1394469,348758.024137408,540
Satisfaction Threshold,Task Completion,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,NaN,NaN,0.0106595944084784,1285317,344344.024137408,490
Composite Threshold,Task Completion,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,NaN,NaN,0.128428755655489,1217103,296715.024137408,393
Random Choice,Task Completion,8,841,0.00981030730950564,0.808501583375213,2.86941023541324,0.341964179914807,0.997392996396038,0.135017766599402,0.931356936086377,0.00189407993843352,992195,18505.0241374083,4126
Response Threshold,Task Demand,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,NaN,NaN,Inf,1040540,-33181.3218666182,2442
Satisfaction Threshold,Task Demand,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,NaN,NaN,Inf,358784,-41066.3218666182,3391
Composite Threshold,Task Demand,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,NaN,NaN,Inf,618831,-22883.3218666182,1176
Random Choice,Task Demand,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,0.343301231784381,0.708610110352291,Inf,907553,8533.67813338176,4600
Response Threshold,Task Completion,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,NaN,NaN,Inf,1036370,-35865.3218666182,3676
Satisfaction Threshold,Task Completion,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,NaN,NaN,Inf,365633,-62303.3218666182,1761
Composite Threshold,Task Completion,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,NaN,NaN,Inf,751521,-21472.3218666182,2821
Random Choice,Task Completion,1,392,0.00372009262691559,0.86888418643248,2.02592085978699,0.378511144365403,0.709287920041566,0.283251055291865,0.600502097694782,Inf,754158,-4025.32186661824,4924
Response Threshold,Task Demand,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,NaN,NaN,0.0671944801107056,2091710,-132500.496774975,3721
Satisfaction Threshold,Task Demand,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,NaN,NaN,0.284322159419498,648587,-46081.4967749754,2013
Composite Threshold,Task Demand,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,NaN,NaN,0.343013664040236,750542,-63704.4967749754,1169
Random Choice,Task Demand,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,0.463572160964986,0.480229266442866,0.000364749056198835,1406862,14627.5032250246,4685
Response Threshold,Task Completion,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,NaN,NaN,0.105545068064652,2047153,-160357.496774975,3174
Satisfaction Threshold,Task Completion,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,NaN,NaN,0.183677676146683,669724,-99421.4967749754,1442
Composite Threshold,Task Completion,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,NaN,NaN,0.28654950301637,894107,-101698.496774975,1272
Random Choice,Task Completion,2,596,0.00246758790037185,0.793974818055821,7.43667294590509,0.162319707582031,0.877620931328969,0.608345117803594,0.648914656654292,0.000222837672947733,1872035,-6919.49677497544,4924
Response Threshold,Task Demand,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,NaN,NaN,0.0733376860250991,1597799,-12363.7470487833,718
Satisfaction Threshold,Task Demand,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,NaN,NaN,0.0416426919234296,1526829,-5942.74704878335,539
