ThresholdType,CueType,T,N,K,P,Beta,Mu,Sigma,s,l,DOL,TaskSwitches,Loading,TimetoEq
Composite Threshold,Task Demand,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,NaN,NaN,0.208197481367622,1030111,-11063.7470487833,333
Random Choice,Task Demand,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,0.375582588033932,0.969708391230722,0.000428981120191882,2151679,9193.25295121665,4756
Response Threshold,Task Completion,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,NaN,NaN,0.0962162346687391,1389817,-154312.747048783,284
Satisfaction Threshold,Task Completion,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,NaN,NaN,0.00515443362262836,1601028,-144449.747048783,1454
Composite Threshold,Task Completion,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,NaN,NaN,0.10922858576239,1333155,-154202.747048783,160
Random Choice,Task Completion,4,795,0.0043358206849969,0.734781035289945,3.89303842550897,0.1082092567132,0.0381626533664133,0.330782876810929,0.864148786699778,0.000540101394083703,1902015,464.252951216651,4921
Response Threshold,Task Demand,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,NaN,NaN,0.537531635140506,226640,-555.593848676552,177
Satisfaction Threshold,Task Demand,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,NaN,NaN,0.0161624048291969,286514,41931.4061513234,106
Composite Threshold,Task Demand,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,NaN,NaN,0.86373489211676,103593,-310.593848676552,63
Random Choice,Task Demand,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,0.0489946732906562,0.958773762244172,0.00493787016939335,213039,-11035.5938486766,4851
Response Threshold,Task Completion,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,NaN,NaN,0.408075755046408,214895,-7008.59384867655,525
Satisfaction Threshold,Task Completion,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,NaN,NaN,0.00936642093769306,287679,34158.4061513234,1054
Composite Threshold,Task Completion,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,NaN,NaN,0.43468146955559,190821,-6897.59384867655,506
Random Choice,Task Completion,8,457,0.0224563414849048,0.93244147126746,7.38578322411546,0.175718765664229,0.236770547380519,0.0196200134858209,0.374573762907911,0.0190115633787026,84863,-8316.59384867655,4901
Response Threshold,Task Demand,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,NaN,NaN,Inf,2696691,-1902261.20432749,1
Satisfaction Threshold,Task Demand,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,NaN,NaN,Inf,49094,-603953.204327491,4753
Composite Threshold,Task Demand,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,NaN,NaN,Inf,68361,-581138.204327491,4798
Random Choice,Task Demand,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,0.631011001464689,0.302628299279346,Inf,1522933,-1752808.20432749,1
Response Threshold,Task Completion,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,NaN,NaN,Inf,2699287,-1896543.20432749,1
Satisfaction Threshold,Task Completion,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,NaN,NaN,Inf,131035,-699917.204327491,524
Composite Threshold,Task Completion,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,NaN,NaN,Inf,210064,-694127.204327491,676
Random Choice,Task Completion,1,745,0.00104631568965876,0.568414206442659,4.82206753043327,0.106388433986039,0.199380237301494,0.62502957031015,0.555845507694404,Inf,2190016,-2298548.20432749,1
Response Threshold,Task Demand,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,NaN,NaN,0.193240027228186,2054590,-32153.7459866379,1263
Satisfaction Threshold,Task Demand,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,NaN,NaN,0.176075798534217,1240010,-8379.74598663789,635
Composite Threshold,Task Demand,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,NaN,NaN,0.43951991335809,840195,-18202.7459866379,427
Random Choice,Task Demand,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,0.251095504903367,0.612095529323424,0.000507733270731862,1586253,-16449.7459866379,4923
Response Threshold,Task Completion,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,NaN,NaN,0.276916787578141,1873278,-146129.745986638,1103
Satisfaction Threshold,Task Completion,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,NaN,NaN,0.13359681807878,1276915,-116319.745986638,1232
Composite Threshold,Task Completion,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,NaN,NaN,0.41294989658722,1160166,-129784.745986638,589
Random Choice,Task Completion,2,891,0.00407443194225996,0.80357739379776,6.77599598972482,0.0904063390290842,0.289286590252141,0.342701158308786,0.829580563531501,0.000298545114616277,2161350,-8836.74598663789,4925
Response Threshold,Task Demand,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,NaN,NaN,0.0132921138970389,1410441,-37959.7626421604,2679
Satisfaction Threshold,Task Demand,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,NaN,NaN,0.25816735834097,237387,-31576.7626421604,741
Composite Threshold,Task Demand,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,NaN,NaN,0.245951369012042,473222,-28705.7626421604,641
Random Choice,Task Demand,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,0.840492487645312,0.898727221634996,0.000278127133127874,1520189,353.237357839593,4918
Response Threshold,Task Completion,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,NaN,NaN,0.0479837094132362,1286299,-109068.76264216,1032
Satisfaction Threshold,Task Completion,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,NaN,NaN,0.189318697358765,256145,-106367.76264216,299
Composite Threshold,Task Completion,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,NaN,NaN,0.191926582281185,633645,-101239.76264216,300
Random Choice,Task Completion,4,350,0.00248336217514732,0.873542180438163,9.61909929454781,0.248677212258382,0.0644285367233143,0.891987121012303,0.938550309315836,0.000253214969303859,1600744,7136.23735783959,4741
Response Threshold,Task Demand,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,NaN,NaN,0.0297573477587092,1719626,-113389.568882735,4220
Satisfaction Threshold,Task Demand,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,NaN,NaN,0.322752759725983,635984,-24150.5688827354,1588
Composite Threshold,Task Demand,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,NaN,NaN,0.423661031755685,497331,-40348.5688827354,1087
Random Choice,Task Demand,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,0.544299089618051,0.52423228423551,0.00107733254371633,1328165,-4478.56888273545,4922
Response Threshold,Task Completion,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,NaN,NaN,0.0523586933497774,1699282,-127039.568882735,3795
Satisfaction Threshold,Task Completion,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,NaN,NaN,0.0893985300030585,674997,-94934.5688827354,1477
Composite Threshold,Task Completion,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,NaN,NaN,0.163523960860644,898674,-79637.5688827354,1340
Random Choice,Task Completion,8,497,0.00234797498033713,0.74284981561291,3.97177118553697,0.526496127833093,0.678182656242704,0.167398186742509,0.15797742631718,0.00459000052073919,404138,10276.4311172646,4888
Response Threshold,Task Demand,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,NaN,NaN,Inf,1089881,-683818.09813374,1
Satisfaction Threshold,Task Demand,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,NaN,NaN,Inf,195565,-346241.09813374,1
Composite Threshold,Task Demand,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,NaN,NaN,Inf,280335,-244483.09813374,3156
Random Choice,Task Demand,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,0.892616517361268,0.230113839190749,Inf,539571,-387021.09813374,1
Response Threshold,Task Completion,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,NaN,NaN,Inf,1131208,-650427.09813374,1
Satisfaction Threshold,Task Completion,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,NaN,NaN,Inf,50742,-152411.09813374,4310
Composite Threshold,Task Completion,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,NaN,NaN,Inf,95160,-137034.09813374,4604
Random Choice,Task Completion,1,294,0.00113447219299791,0.625604567467536,6.48587826064823,0.677506279793168,0.0822716244345579,0.968428901533856,0.917728686418113,Inf,1385305,-799971.09813374,1
Response Threshold,Task Demand,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,NaN,NaN,0.00407899853560641,3122362,-2689157.74333375,1
Satisfaction Threshold,Task Demand,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,NaN,NaN,0.0880710831358279,1042876,-1830016.74333375,1
Composite Threshold,Task Demand,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,NaN,NaN,0.0845060940222748,1177850,-1471604.74333375,1
Random Choice,Task Demand,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,0.63189340562399,0.665511700356767,0.000212349223005909,3195368,-3258553.74333375,1
Response Threshold,Task Completion,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,NaN,NaN,0.000183914608159657,3395620,-2427020.74333375,1
Satisfaction Threshold,Task Completion,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,NaN,NaN,0.0821432685700057,193500,-933717.74333375,193
Composite Threshold,Task Completion,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,NaN,NaN,0.0815004449119815,355361,-925814.74333375,499
Random Choice,Task Completion,2,986,0.00104531690068457,0.525645414802216,1.23922154257824,0.0203730669003619,0.451763482770473,0.570546245375668,0.230287286810003,0.000514293580733271,1617751,-2145923.74333375,1
Response Threshold,Task Demand,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,NaN,NaN,0.0472365900619565,3317253,-143349.650833592,4012
Satisfaction Threshold,Task Demand,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,NaN,NaN,0.323209151267477,814169,-35826.6508335918,1275
Composite Threshold,Task Demand,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,NaN,NaN,0.3714190607712,978891,-50907.6508335918,847
Random Choice,Task Demand,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,0.718292235526235,0.838452708250563,0.000307407938570491,3542804,-10532.6508335918,4925
Response Threshold,Task Completion,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,NaN,NaN,0.0864006563170323,3143223,-246997.650833592,2612
Satisfaction Threshold,Task Completion,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,NaN,NaN,0.179686810523394,860193,-185431.650833592,1207
Composite Threshold,Task Completion,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,NaN,NaN,0.254285473314214,1446675,-162618.650833592,1194
Random Choice,Task Completion,4,916,0.00258766607414306,0.837102860666222,5.06472966532239,0.00908199500532458,0.633188017398457,0.701845721933072,0.823565236945987,0.00029525587609717,3469536,-17916.6508335918,4925
Response Threshold,Task Demand,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,NaN,NaN,0.00287724296600058,1398230,-56501.3905725597,1445
Satisfaction Threshold,Task Demand,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,NaN,NaN,0.00638358280551314,541468,-82374.3905725597,1595
Composite Threshold,Task Demand,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,NaN,NaN,0.00501547963319342,1074105,-52892.3905725597,777
Random Choice,Task Demand,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,0.199661018997116,0.44438962613009,0.00227409000037393,759968,-12182.3905725597,4925
Response Threshold,Task Completion,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,NaN,NaN,0.00278024155280665,1405575,-52095.3905725597,1755
Satisfaction Threshold,Task Completion,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,NaN,NaN,0.00804629091236116,538091,-81427.3905725597,1054
Composite Threshold,Task Completion,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,NaN,NaN,0.00657227631442565,1065314,-45838.3905725597,1058
Random Choice,Task Completion,8,552,0.0038237898329315,0.863606690440728,3.36593170670345,0.501572257054491,0.0313254396573991,0.401744171753226,0.883824156099193,0.000813179827301012,1525005,-3096.39057255967,4923
Response Threshold,Task Demand,1,15,0.0012386566308858,0.805016889803344,6.74615336520421,0.329202488509477,0.421274757969311,NaN,NaN,Inf,65663,-31911.3615662789,1
Satisfaction Threshold,Task Demand,1,15,0.0012386566308858,0.805016889803344,6.74615336520421,0.329202488509477,0.421274757969311,NaN,NaN,Inf,4867,-10274.3615662789,3478
Composite Threshold,Task Demand,1,15,0.0012386566308858,0.805016889803344,6.74615336520421,0.329202488509477,0.421274757969311,NaN,NaN,Inf,11386,-7460.36156627885,4074
Random Choice,Task Demand,1,15,0.0012386566308858,0.805016889803344,6.74615336520421,0.329202488509477,0.421274757969311,0.940548607289117,0.0276316569444219,Inf,4006,215.638433721149,4887
Response Threshold,Task Completion,1,15,0.0012386566308858,0.805016889803344,6.74615336520421,0.329202488509477,0.421274757969311,NaN,NaN,Inf,66797,-31054.3615662789,1
Satisfaction Threshold,Task Completion,1,15,0.0012386566308858,0.805016889803344,6.74615336520421,0.329202488509477,0.421274757969311,NaN,NaN,Inf,4812,-9848.36156627885,1937
